Age, Workclass,Education,Education Number,Marital Status,Occupation,Relationship,Race,Sex,Hours Per Week,Native Country,isGreater
37, Self-emp-inc, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,60, United-States, false
39, ?, Masters,14, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,40, ?, false
24, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, United-States, false
38, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,80, United-States, false
48, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, true
21, Private, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,25, United-States, false
31, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, true
55, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, true
24, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,40, Laos, false
43, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, false
26, Private, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,45, United-States, false
46, Private, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,33, United-States, false
35, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, true
41, Self-emp-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,54, United-States, true
26, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,40, United-States, false
34, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,35, Taiwan, true
19, ?, Some-college,10, Never-married, ?, Own-child, Black, Female,25, United-States, false
36, Self-emp-not-inc, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,40, United-States, true
22, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,15, United-States, false
24, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, false
77, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, false
22, Private,5th-6th,3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,40, Mexico, false
29, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,40, United-States, false
62, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,24, United-States, false
39, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, false
43, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, false
35, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,45, United-States, false
29, Private,11th,7, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, false
76, Self-emp-not-inc, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,10, United-States, false
63, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,45, United-States, false
23, ?, Assoc-voc,11, Never-married, ?, Own-child, Black, Female,15, United-States, false
43, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, United-States, true
58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, false
66, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,55, United-States, false
41, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,45, United-States, false
26, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, false
47, Private, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,40, United-States, false
55, Local-gov,10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, false
53, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, false
17, Private,5th-6th,3, Never-married, Other-service, Other-relative, White, Male,48, Mexico, false
30, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,40, United-States, false
49, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,60, United-States, false
19, Private, HS-grad,9, Never-married, Sales, Unmarried, Black, Male,30, Haiti, false
45, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,40, United-States, false
26, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,40, United-States, false
38, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
36, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, true
33, Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,20, United-States, false
22, State-gov, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female,40, United-States, false
43, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,42, United-States, false
67, ?,11th,7, Married-civ-spouse, ?, Husband, White, Male,8, United-States, false
30, ?, Assoc-voc,11, Divorced, ?, Unmarried, White, Female,40, United-States, false
56, Private, Assoc-acdm,12, Married-spouse-absent, Other-service, Not-in-family, White, Male,25, Iran, false
31, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,25, United-States, false
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
26, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, false
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
46, Local-gov,11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,30, United-States, false
59, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,40, United-States, true
38, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, true
65, Private,11th,7, Widowed, Other-service, Unmarried, Other, Male,40, United-States, false
40, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, true
42, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,35, United-States, false
26, Self-emp-not-inc,9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Portugal, false
36, Private,10th,6, Married-civ-spouse, Other-service, Wife, White, Female,24, United-States, false
62, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, true
43, Private, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, false
43, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,45, United-States, true
22, Private, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,55, United-States, false
28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
56, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, false
22, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,15, United-States, false
57, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,45, United-States, true
39, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female,40, United-States, false
26, Federal-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,15, United-States, false
17, Private,11th,7, Never-married, Other-service, Own-child, White, Male,10, United-States, false
40, State-gov, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,38, United-States, true
45, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States, false
44, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,40, United-States, false
20, Local-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,10, United-States, false
33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,40, United-States, false
23, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,40, United-States, false
46, Self-emp-not-inc, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,30, United-States, false
38, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, false
54, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States, false
46, Private,5th-6th,3, Divorced, Craft-repair, Not-in-family, White, Female,45, United-States, false
25, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
46, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Female,40, United-States, false
36, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female,40, United-States, false
23, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,25, United-States, false
29, Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,40, United-States, false
44, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,6, United-States, true
19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,16, United-States, false
19, Private, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,40, United-States, false
35, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States, true
27, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, false
46, Self-emp-not-inc, Assoc-acdm,12, Separated, Craft-repair, Not-in-family, White, Male,40, United-States, false
34, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, ?, true
34, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,35, United-States, false
44, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, false
45, Private, Some-college,10, Divorced, Handlers-cleaners, Unmarried, White, Female,40, United-States, false
20, ?, HS-grad,9, Never-married, ?, Other-relative, White, Female,35, United-States, false
25, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, true
52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, true
20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, false
28, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,40, United-States, false
50, State-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, true
34, Private, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,64, United-States, false
28, Private,7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,40, Puerto-Rico, false
41, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,65, United-States, true
28, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, false
46, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,25, United-States, false
28, ?, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,40, United-States, true
32, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, false
41, Local-gov, Some-college,10, Divorced, Other-service, Not-in-family, Black, Female,24, United-States, false
24, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,40, United-States, false
33, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States, false
46, Private, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, true
31, State-gov, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, false
35, Private,12th,8, Divorced, Craft-repair, Not-in-family, White, Male,50, United-States, true
52, Private,1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico, false
30, Private,11th,7, Never-married, Other-service, Own-child, White, Female,19, United-States, false
34, Local-gov,11th,7, Separated, Machine-op-inspct, Not-in-family, Black, Male,40, United-States, false
34, State-gov, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Female,40, United-States, false
20, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,30, United-States, false
